uniprot_id,gene_name,protein_desc,protein_length,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Q96EY7,PTCD3 ,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial ",689,-0.35634228510213145,-0.6371706960131638,-0.07551387419109906,5.328759826083959,-2.637222642184811,0.015326576610550416,0.5693020852661412,-3.019340338749634
O43852,CALU ,Calumenin ,315,0.576929943918638,0.1212443412174593,1.0326155466198168,5.074333097276986,2.631347773383225,0.0155264205072584,0.5693020852661412,-3.027750284009577
Q8TDN6,BRIX1 ,Ribosome biogenesis protein BRX1 homolog ,353,-0.44289763895252326,-0.7986480860450216,-0.08714719186002501,5.3245156433226,-2.5874882610002192,0.017097801621773035,0.58530053004308,-3.0903217687682654
P47897,QARS ,Glutamine--tRNA ligase ,775,-0.3588341323932984,-0.648974088582098,-0.06869417620449875,5.134168673282191,-2.5704353368098976,0.017748198199814814,0.58530053004308,-3.1145451599057745
P16615,ATP2A2 ,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 ,1042,-0.3627208997593357,-0.6564275086553155,-0.06901429086335592,4.964775532777821,-2.566724988332847,0.017892753667912167,0.58530053004308,-3.119807649559667
P13010,XRCC5 ,X-ray repair cross-complementing protein 5 ,732,-0.3933574020085112,-0.7124987285672968,-0.0742160754497257,6.072008174052014,-2.561679298197011,0.018091107292240657,0.58530053004308,-3.1269594543609887
Q8NFH4,NUP37 ,Nucleoporin Nup37 ,326,0.567388082478928,0.10110442315516516,1.0336717418026908,5.804477299931442,2.5290096766365475,0.019426128284260494,0.6105354603624726,-3.1731340837998587
P83731,RPL24 ,60S ribosomal protein L24 ,157,-0.4365786267496029,-0.7984550984925475,-0.07470215500665833,5.7424380385237175,-2.5073941064216023,0.020359529230097945,0.6106672159425414,-3.2035567263207967
P16989,YBX3 ,Y-box-binding protein 3 ,372,0.37506233091159924,0.06253245670550556,0.6875922051176929,4.954873200519745,2.494206397174661,0.02094940989386636,0.6106672159425414,-3.2220660428361487
M0R0R2,RPS5 ,40S ribosomal protein S5 ,,-0.30113730679470874,-0.5523915645931265,-0.04988304899629087,5.657983577046853,-2.490987851381608,0.021095776550742337,0.6106672159425414,-3.2265773336629464
P56192,MARS ,"Methionine--tRNA ligase, cytoplasmic ",900,-0.28861482311125114,-0.5315192410496354,-0.0457104051728669,5.241708964809547,-2.4694696684932143,0.02209911319664289,0.6157846204972973,-3.256676729431184
P43487,RANBP1 ,Ran-specific GTPase-activating protein ,201,0.68720218056696,0.10809288819934337,1.2663114729345768,5.693428228122222,2.476117843712565,0.02239216801808354,0.6157846204972973,-3.2611208110305583
Q9BVG4,PBDC1 ,Protein PBDC1 ,233,0.5945058457105733,0.08441402746634585,1.1045976639548007,4.665006998747215,2.4223017857520737,0.024455855013420225,0.6222206998788176,-3.322268683815855
P60866,RPS20 ,40S ribosomal protein S20 ,119,-0.31187303025111496,-0.5803639767746858,-0.043382083727544096,6.5244306766078335,-2.4141744631589965,0.02488478451694611,0.6222206998788176,-3.333515474781797
E9PK25,CFL1 ,Cofilin-1 ,,0.44227132286982984,0.06122987521506129,0.8233127705245984,5.41317291653264,2.412331786880045,0.02498299964755858,0.6222206998788176,-3.3360631146941166
Q9BTT0,ANP32E ,Acidic leucine-rich nuclear phosphoprotein 32 family member E ,268,0.45931001495304524,0.06221025484021264,0.8564097750658779,5.623598842881366,2.4039574030981714,0.025433901943021565,0.6222206998788176,-3.3476305459979017
Q9Y295,DRG1 ,Developmentally-regulated GTP-binding protein 1 ,367,-0.3801136933398663,-0.7096391503407931,-0.05058823633893955,4.662510031952941,-2.397424955147756,0.025790852604619614,0.6222206998788176,-3.3566413785192992
P33176,KIF5B ,Kinesin-1 heavy chain ,963,0.38429899939784473,0.050567263008975016,0.7180307357867144,5.00218384227521,2.3932729004046136,0.026020138358568732,0.6222206998788176,-3.3623630380657508
Q00577,PURA ,Transcriptional activator protein Pur-alpha ,322,-0.36360732106584,-0.6809426357984376,-0.04627200633324241,5.773612457311411,-2.381412841655872,0.02668551293876445,0.6245545581412957,-3.378682102706658
E9PC52,RBBP7 ,Histone-binding protein RBBP7 ,,-0.4817284683283569,-0.905818958074411,-0.057637978582302796,4.4151890767345785,-2.360827505230568,0.027877879353962135,0.6388680685282989,-3.4069197017604345
Q8WTT2,NOC3L ,Nucleolar complex protein 3 homolog ,800,0.2946018674513095,0.03389795031499854,0.5553057845876205,5.414739135014597,2.3485965385930956,0.028609445209555794,0.6422528516430893,-3.4236441087026517
P19338,NCL ,Nucleolin ,710,0.45685605553466413,0.04770557982530277,0.8660065312440255,6.536393321071267,2.3206882476331505,0.030345479346326098,0.6544406601324277,-3.4616536850594235
A6NLN1,PTBP1 ,"Polypyrimidine tract binding protein 1, isoform CRA_b ",,-0.35020502662732045,-0.667330020899117,-0.033080032355523925,5.33755537601466,-2.295156904038759,0.03201804421457271,0.6544406601324277,-3.496236972937485
P16402,HIST1H1D ,Histone H1.3 ,221,0.4507957544755178,0.04180502992562468,0.8597864790254108,5.99946711561566,2.2907982151695188,0.032311904709622107,0.6544406601324277,-3.5021225974167587
P16403,HIST1H1C ,Histone H1.2 ,213,0.45912421589674884,0.04228804554808535,0.8759603862454124,6.251222145984697,2.2892081323742515,0.032419722059399574,0.6544406601324277,-3.5042683675428608
H7BXY3,DHX30 ,Putative ATP-dependent RNA helicase DHX30 ,,-0.3475899090989782,-0.663354708429586,-0.031825109768370385,4.60335766633191,-2.287830909709864,0.03251337288683484,0.6544406601324277,-3.5061263043296353
P06280,GLA ,Alpha-galactosidase A ,429,-0.4267142315107667,-0.8153233075604864,-0.038105155461046925,4.819491484548485,-2.2821525196624544,0.03290212928806406,0.6544406601324277,-3.513780963928329
Q8NBS9,TXNDC5 ,Thioredoxin domain-containing protein 5 ,432,0.34288199523109314,0.029796978647629258,0.6559670118145571,5.330158186323301,2.2761604586719337,0.03331697906128723,0.6544406601324277,-3.5218483827219194
P62258,YWHAE ,14-3-3 protein epsilon ,255,-0.39313066947829,-0.7550165279443419,-0.031244811012238083,4.983886322573479,-2.2578016765002666,0.03461803570478099,0.6576008013962569,-3.546500674143145
P52565,ARHGDIA ,Rho GDP-dissociation inhibitor 1 ,204,0.4234171762736013,0.03351918194700504,0.8133151706001975,4.850261528652646,2.2570332031754794,0.034673496800893544,0.6576008013962569,-3.547530427748641
Q9BUF5,TUBB6 ,Tubulin beta-6 chain ,446,-0.39891014632224464,-0.769030101187364,-0.028790191457125247,4.382140318856332,-2.240026003205641,0.035921904780057294,0.6611416157279538,-3.570275167996739
P00734,F2 ,Prothrombin ,622,0.37016984994947894,0.026349642302866072,0.7139900575960918,4.227922009053321,2.237639512404329,0.036100333180717814,0.6611416157279538,-3.5734598464381
J3KMZ9,LDLR ,Low-density lipoprotein receptor (Fragment) ,,0.4860831956140507,0.030792572856686184,0.9413738183714153,4.453250572063312,2.2189237537469064,0.03752793547189123,0.6611416157279538,-3.5983755396451595
Q13619,CUL4A ,Cullin-4A ,759,-0.2823148311538408,-0.5486954293082401,-0.015934232999441522,4.935306366711699,-2.2026808791666648,0.038808423455557545,0.6611416157279538,-3.6199122304325293
P62318,SNRPD3 ,Small nuclear ribonucleoprotein Sm D3 ,126,-0.47961683946990147,-0.9342713885845628,-0.024962290355240058,3.9248245110010944,-2.19246848600854,0.039633738203419804,0.6611416157279538,-3.6334110578897576
P31689,DNAJA1 ,DnaJ homolog subfamily A member 1 ,397,0.40965133547647037,0.021203704860472627,0.7980989660924681,5.139002185837855,2.1918073343265827,0.039687715349067676,0.6611416157279538,-3.634283848073174
Q15075,EEA1 ,Early endosome antigen 1 ,1411,-0.40264758801765244,-0.7866657498176981,-0.01862942621760677,5.915609721841707,-2.1791835658922616,0.04073123339842926,0.6611416157279538,-3.6509221074307705
P28074,PSMB5 ,Proteasome subunit beta type-5 ,263,-0.2376802418786045,-0.4662567879818708,-0.009103695775338205,5.216950252190926,-2.1611349773280977,0.0422664729824835,0.6611416157279538,-3.6746221815168925
A0A0J9YYL3,PUF60 ,Poly(U)-binding-splicing factor PUF60 (Fragment) ,,0.24987451174790076,0.00941145736446522,0.4903375661313363,5.5050604823348435,2.1597032253419965,0.042390477803476705,0.6611416157279538,-3.6764977676045856
P09972,ALDOC ,Fructose-bisphosphate aldolase C ,364,-0.677653115152687,-1.3312519398303215,-0.024054290475052365,4.399478967719327,-2.163433205284027,0.04285555417803157,0.6611416157279538,-3.679323576214652
P14678,SNRPB ,Small nuclear ribonucleoprotein-associated proteins B and B' ,240,-0.37985743052887105,-0.7461206512107872,-0.013594209846954919,5.8959562239547045,-2.1554988417618732,0.04275652942135277,0.6611416157279538,-3.682001645881781
Q9UQ80,PA2G4 ,Proliferation-associated protein 2G4 ,394,-0.2369951283801498,-0.4657202127727572,-0.008270043987542414,5.167122863328207,-2.153506068538056,0.042931026910122023,0.6611416157279538,-3.6846083426180085
O00151,PDLIM1 ,PDZ and LIM domain protein 1 ,329,0.41279957360134634,0.011881365831536539,0.8137177813711561,4.734326460533514,2.139951533408595,0.044135139328415104,0.6611416157279538,-3.702304279614234
F5H5D3,TUBA1C ,Tubulin alpha chain ,,-0.3397842594025756,-0.6701363717175333,-0.00943214708761797,6.1096653926257884,-2.137699450987089,0.044338135798815084,0.6611416157279538,-3.705238611229206
Q13442,PDAP1 ,28 kDa heat- and acid-stable phosphoprotein ,181,0.40191613488911243,0.009593050677636772,0.794239219100588,4.703263690544529,2.129178421901741,0.04511385766494136,0.6611416157279538,-3.716325835167455
Q9H5V8,CDCP1 ,CUB domain-containing protein 1 ,836,-0.4408147471982556,-0.8714471659126908,-0.010182328483820335,4.835091286202601,-2.127501483735235,0.04526795581303024,0.6611416157279538,-3.7185049623379225
Q13283,G3BP1 ,Ras GTPase-activating protein-binding protein 1 ,466,-0.3227401284209742,-0.6389875473344113,-0.006492709507537053,5.039976319533329,-2.121028262163459,0.04586726505109253,0.6611416157279538,-3.726907907030384
Q9Y4L1,HYOU1 ,Hypoxia up-regulated protein 1 ,999,0.23207649692488475,0.0037284949624552255,0.4604244988873143,5.696664796532311,2.1122942756650267,0.04668722863703253,0.6611416157279538,-3.738223310118367
P30520,ADSS ,Adenylosuccinate synthetase isozyme 2 ,456,-0.3181042184708171,-0.6326842050030101,-0.0035242319386240006,5.582679491875807,-2.1016423754180913,0.047705122938388654,0.6611416157279538,-3.7519886157195446
F8W7E0,CAST ,Calpastatin (Fragment) ,,0.6538909777299446,2.4784959381551896e-4,1.3075341058660737,4.658248222322808,2.087430188557465,0.04992120658512657,0.6611416157279538,-3.7768390615712595
