uniprot_id,Master.Protein.Descriptions,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B,protein_desc,gene_name
Q9Y6M1,Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2,-0.5782944742987318,-0.9274674242922936,-0.22912152430517013,7.007289241105316,-3.447832821542978,0.002456528889102248,0.0608435865541546,-1.5746133869552885,Insulin-like growth factor 2 mRNA-binding protein 2 ,IGF2BP2 
O43175,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4,0.666382188893974,0.2636188658294305,1.0691455119585176,7.616548659850534,3.4443812338885627,0.0024764330968535123,0.0608435865541546,-1.582115199472657,D-3-phosphoglycerate dehydrogenase ,PHGDH 
P62241,40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2,0.5287267412295814,0.20858762254039004,0.8488658599187728,8.113984242776247,3.4381932248775064,0.0025125141769014735,0.0608435865541546,-1.5955600854599368,40S ribosomal protein S8 ,RPS8 
P11940,Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2,-0.640830978402847,-1.0309078479572997,-0.2507541088483942,7.119165808120676,-3.420038919277808,0.00262136918178121,0.061809125970420105,-1.6349717145468325,Polyadenylate-binding protein 1 ,PABPC1 
B5ME19,Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=3 SV=1,-0.5135711773012882,-0.829083197941257,-0.1980591566613194,7.49664404496216,-3.3886169690835484,0.0028208015912076522,0.0648061083518476,-1.7030675663760961,Eukaryotic translation initiation factor 3 subunit C-like protein ,EIF3CL 
Q6UB35,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1",-0.46591610184412,-0.7532736311450176,-0.1785585725432225,7.529802511579681,-3.3753816719967644,0.002909184639367368,0.06516573592182905,-1.731703893975463,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial ",MTHFD1L 
Q6KB66,"Keratin, type II cytoskeletal 80 OS=Homo sapiens OX=9606 GN=KRT80 PE=1 SV=2",0.7608683393359067,0.28512777945867585,1.2366088992131377,6.38443833315381,3.3294851538424823,0.0032371661396011094,0.07074392344103889,-1.8307846941944748,"Keratin, type II cytoskeletal 80 ",KRT80 
Q07157,Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=3,-0.8986337854192881,-1.4661185391320566,-0.33114903170651955,5.872584637605991,-3.2966002976572972,0.0034941095300756128,0.07454100330827973,-1.9015547655258276,Tight junction protein ZO-1 ,TJP1 
P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1,0.5537353844241608,0.19985221807315434,0.9076185507751673,7.337343108446004,3.257467722254366,0.0038258694662911146,0.07972044283248463,-1.9855167899849002,T-complex protein 1 subunit epsilon ,CCT5 
Q9NQW6,Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2,0.49212319282216027,0.1751606899943437,0.8090856956499768,7.217416524190112,3.2322407000822757,0.004055806313965525,0.08225009523772975,-2.03949116669396,Anillin ,ANLN 
Q9GZR7,ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1,0.5196458261247165,0.18413321326975318,0.8551584389796799,6.693252549008662,3.2243066669197944,0.004130864158144909,0.08225009523772975,-2.05644098514247,ATP-dependent RNA helicase DDX24 ,DDX24 
Q99873,Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=3,0.721335778290132,0.2527474566492667,1.1899240999309972,7.3715133335499186,3.2046733008400294,0.00432245715586695,0.08413126752526208,-2.0983311823051203,Protein arginine N-methyltransferase 1 ,PRMT1 
Q15366,Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1,-0.5168467938064524,-0.8535420977319061,-0.18015148988099855,6.6641954347251575,-3.1956743479318397,0.0044131356849188815,0.08413126752526208,-2.117505748203378,Poly(rC)-binding protein 2 ,PCBP2 
P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,0.5176356611695341,0.17806049253482775,0.8572108298042405,7.421871632270837,3.1734087315238524,0.004645514214942397,0.08516521388422739,-2.1648771794362576,Endoplasmic reticulum chaperone BiP ,HSPA5 
Q9UHI6,Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens OX=9606 GN=DDX20 PE=1 SV=2,0.6651634186851243,0.2286547271898388,1.10167211018041,6.503177354648794,3.1722923968143037,0.0046574726342936855,0.08516521388422739,-2.167249546283241,Probable ATP-dependent RNA helicase DDX20 ,DDX20 
Q9H0S4,Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1,-0.7859262910468864,-1.3039765100014762,-0.26787607209229647,7.298008022434769,-3.1582587255894885,0.004810377335496701,0.08613748476960939,-2.197050720129025,Probable ATP-dependent RNA helicase DDX47 ,DDX47 
P25205,DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3,0.513842588389176,0.174247950850404,0.8534372259279479,6.627563645044487,3.149974383615441,0.004902914869698748,0.08613748476960939,-2.214623318438039,DNA replication licensing factor MCM3 ,MCM3 
Q13185,Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4,0.6576274399468515,0.22116484476386639,1.0940900351298366,8.13839646868308,3.1366831043139265,0.005054999251695145,0.08710152556767019,-2.2427857241132303,Chromobox protein homolog 3 ,CBX3 
Q14157,Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2,-0.47009530661751286,-0.784265309503557,-0.1559253037314688,7.2723926531669525,-3.115006436248646,0.005312894119399624,0.08981798360343515,-2.288632805977325,Ubiquitin-associated protein 2-like ,UBAP2L 
O43143,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2,0.6054058499823735,0.19750180976294457,1.0133098902018023,7.192817256906844,3.0897714459801247,0.005629192105886518,0.09340289123841333,-2.341873577691048,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 ,DHX15 
Q9NVU7,Protein SDA1 homolog OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=3,-0.5394753098409355,-0.9064812426353391,-0.17246937704653187,7.621553075251435,-3.060104358020625,0.006024370094618284,0.09668762502431591,-2.4042778906193707,Protein SDA1 homolog ,SDAD1 
P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4,-0.7716127602967587,-1.2967738636315338,-0.24645165696198368,7.52942266128472,-3.058754336347412,0.006042976564019744,0.09668762502431591,-2.407112727657852,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit ,DDOST 
P26583,High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2,0.5169717018915477,0.16241888640381424,0.8715245173792812,7.450507678372806,3.03545348312425,0.006372999947655611,0.09871103030930141,-2.4559721668571806,High mobility group protein B2 ,HMGB2 
Q96CT7,Coiled-coil domain-containing protein 124 OS=Homo sapiens OX=9606 GN=CCDC124 PE=1 SV=1,-0.7390634571751552,-1.2461252787962267,-0.2320016355540836,6.977098597575534,-3.034300341872159,0.006389776515557457,0.09871103030930141,-2.4583867760982563,Coiled-coil domain-containing protein 124 ,CCDC124 
P57678,Gem-associated protein 4 OS=Homo sapiens OX=9606 GN=GEMIN4 PE=1 SV=2,0.6838455415222582,0.20694896397445872,1.1607421190700578,6.728347227679856,2.985187147743017,0.007145206276661029,0.10851025125234376,-2.5609207678379984,Gem-associated protein 4 ,GEMIN4 
Q96JM3,Chromosome alignment-maintaining phosphoprotein 1 OS=Homo sapiens OX=9606 GN=CHAMP1 PE=1 SV=2,0.5425189552322363,0.16242527621032665,0.9226126342541459,6.155732846756454,2.971406154224684,0.007372185370801892,0.11009130153730826,-2.5895815536330566,Chromosome alignment-maintaining phosphoprotein 1 ,CHAMP1 
P09972,Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2,1.250934894440645,0.36802496115646954,2.1338448277248205,7.367586921151595,2.949551974705286,0.007746419684160491,0.11233712017237935,-2.634930755636845,Fructose-bisphosphate aldolase C ,ALDOC 
P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3",0.9948855349420912,0.2908506698430625,1.69892040004112,6.69502793986301,2.9418240825163253,0.00788307252261023,0.11233712017237935,-2.6509364802051794,"Thioredoxin-dependent peroxide reductase, mitochondrial ",PRDX3 
P33991,DNA replication licensing factor MCM4 OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=5,0.7483693349028436,0.21738235306916676,1.2793563167365205,7.391802388535543,2.934065866513804,0.008022589713235507,0.11233712017237935,-2.666988895732814,DNA replication licensing factor MCM4 ,MCM4 
Q8WU90,Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,0.5109402357914453,0.14840505528279052,0.8734754163001002,7.209704657625247,2.933983696124283,0.00802408001231281,0.11233712017237935,-2.66715882646866,Zinc finger CCCH domain-containing protein 15 ,ZC3H15 
Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2,0.625849256208711,0.17817310974042805,1.073525402676994,6.590243404851991,2.910338704744615,0.008464145692605987,0.11588820912837877,-2.715980915387245,Heterogeneous nuclear ribonucleoprotein U-like protein 1 ,HNRNPUL1 
Q96HA7,Tonsoku-like protein OS=Homo sapiens OX=9606 GN=TONSL PE=1 SV=2,0.7931656898277342,0.22395090901302572,1.3623804706424427,4.757812499819044,2.9008515182456494,0.008647146379434676,0.11588820912837877,-2.7355267257625813,Tonsoku-like protein ,TONSL 
Q6DKI1,60S ribosomal protein L7-like 1 OS=Homo sapiens OX=9606 GN=RPL7L1 PE=1 SV=1,-0.4299609783861882,-0.7386236222552223,-0.1212983345171541,7.581150770428312,-2.8998979818095356,0.00866574778080511,0.11588820912837877,-2.7374898458825325,60S ribosomal protein L7-like 1 ,RPL7L1 
Q969S3,Zinc finger protein 622 OS=Homo sapiens OX=9606 GN=ZNF622 PE=1 SV=1,-0.45120073116404613,-0.7783408564239798,-0.12406060590411244,6.800822519270744,-2.87126798284674,0.00924245849596169,0.11971585022472417,-2.7963131863506745,Zinc finger protein 622 ,ZNF622 
P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2,0.5188706431398509,0.14157208695706808,0.8961691993226337,8.110194438500155,2.8629364345261594,0.00941707406187164,0.11971585022472417,-2.8133872522510486,L-lactate dehydrogenase B chain ,LDHB 
P35580,Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3,-0.4190823404210612,-0.7248820125988995,-0.1132826682432228,7.322798256613581,-2.8529889804530173,0.009629691638957091,0.11971585022472417,-2.8337464796231093,Myosin-10 ,MYH10 
Q8NB90,Spermatogenesis-associated protein 5 OS=Homo sapiens OX=9606 GN=SPATA5 PE=1 SV=3,0.4133861597573106,0.11131719611545149,0.7154551233991697,7.799996816503982,2.8489680301422013,0.00971693215878724,0.11971585022472417,-2.841967867344373,Spermatogenesis-associated protein 5 ,SPATA5 
P12814,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2,0.9393485541186599,0.2522221612407741,1.6264749469965456,7.303661621420928,2.8459540905420515,0.009782819032241595,0.11971585022472417,-2.848127170724124,Alpha-actinin-1 ,ACTN1 
Q6NW34,Nucleolus and neural progenitor protein OS=Homo sapiens OX=9606 GN=NEPRO PE=1 SV=3,0.5091475384939012,0.13552006896357166,0.8827750080242307,7.131987948191592,2.8368906701846845,0.009983534604896826,0.11971585022472417,-2.8666330780586144,Nucleolus and neural progenitor protein ,NEPRO 
Q12830,Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3,-0.8090455807247898,-1.4029299039649097,-0.21516125748466997,5.941373351890506,-2.836017312725059,0.010003082223626673,0.11971585022472417,-2.868415034647445,Nucleosome-remodeling factor subunit BPTF ,BPTF 
P49321,Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2,0.4575502857521182,0.12157071736994202,0.7935298541342943,7.846117340380545,2.8350695153588483,0.010024337341580357,0.11971585022472417,-2.8703486182999236,Nuclear autoantigenic sperm protein ,NASP 
P43358,Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,0.4513648651162344,0.11764119541947143,0.7850885348129975,7.392614080149372,2.8156488315357127,0.010469477973016584,0.11971585022472417,-2.9099092070915025,Melanoma-associated antigen 4 ,MAGEA4 
P07437,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2,0.5333419939647023,0.138686604731539,0.9279973831978656,8.6904380031247,2.813361186907642,0.01052313840301798,0.11971585022472417,-2.9145617336971847,Tubulin beta chain ,TUBB 
O75821,Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=2,0.5927564853550246,0.15358791172786257,1.0319250589821864,7.733830558351384,2.8098478786852277,0.010606060080196527,0.11971585022472417,-2.9217038744115076,Eukaryotic translation initiation factor 3 subunit G ,EIF3G 
Q9NR12,PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1,-0.4416863047791137,-0.769192720284867,-0.11417988927336037,7.483370156026181,-2.8075782593058087,0.010659959045723918,0.11971585022472417,-2.9263157444650973,PDZ and LIM domain protein 7 ,PDLIM7 
Q96I25,Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1,0.571379589897431,0.14636738124440762,0.9963917985504543,6.709668488890771,2.798730409199851,0.010872582899389341,0.11971585022472417,-2.944279546887577,Splicing factor 45 ,RBM17 
Q7L2J0,7SK snRNA methylphosphate capping enzyme OS=Homo sapiens OX=9606 GN=MEPCE PE=1 SV=1,-0.930901552175475,-1.624168972392471,-0.23763413195847893,4.7275469646964,-2.7953790906520526,0.01095416992635495,0.11971585022472417,-2.9510774537013127,7SK snRNA methylphosphate capping enzyme ,MEPCE 
Q9H9Y2,Ribosome production factor 1 OS=Homo sapiens OX=9606 GN=RPF1 PE=1 SV=2,-0.5926138147569214,-1.0344115589814553,-0.15081607053238744,6.84187551483264,-2.7924539912809525,0.01102585743598437,0.11971585022472417,-2.957007972638533,Ribosome production factor 1 ,RPF1 
Q9BYD1,"39S ribosomal protein L13, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL13 PE=1 SV=1",-0.8019598420612752,-1.4007849003164363,-0.20313478380611416,6.114184222492587,-2.7879848234975846,0.011136250621084965,0.11971585022472417,-2.966063910490204,"39S ribosomal protein L13, mitochondrial ",MRPL13 
Q5QJE6,Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=2,0.5028805563125479,0.12690704180187684,0.878854070823219,6.99085044576402,2.784487939255368,0.011223360958567892,0.11971585022472417,-2.9731453692135816,Deoxynucleotidyltransferase terminal-interacting protein 2 ,DNTTIP2 
P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2",-0.4905463353155707,-0.8582775654066485,-0.1228151052244929,7.357638485556857,-2.7770728347352076,0.01141022982733669,0.12027724617992558,-2.988148896282597,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial ",MTHFD2 
Q16658,Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,0.442717717448631,0.1102100706369652,0.7752253642602968,7.482409044927778,2.771807173412865,0.011544725390492158,0.12027992964977877,-2.998792824200507,Fascin ,FSCN1 
O75083,WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4,0.5182184224666301,0.12823873546231584,0.9081981094709444,7.378766662041451,2.7663594542664867,0.011685458697051326,0.1203467930179079,-3.0097955571940807,WD repeat-containing protein 1 ,WDR1 
P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,0.5127839834429748,0.12573295632068554,0.8998350105652642,7.43661432507811,2.758061694317477,0.0119029595727643,0.12119377019541833,-3.026536414458807,Trifunctional purine biosynthetic protein adenosine-3 ,GART 
Q8N531,F-box/LRR-repeat protein 6 OS=Homo sapiens OX=9606 GN=FBXL6 PE=2 SV=1,0.5988236471650987,0.1440983146293427,1.0535489797008548,7.587377210661243,2.741495528726934,0.012348761690904401,0.12382232954063443,-3.0598929807956408,F-box/LRR-repeat protein 6 ,FBXL6 
