UniprotID	Estimate	Std. Error	t value	p_value	adj_R_squared	fit	BH	Entry.name	Protein.names	Gene.names
Q8N163	0.374632333787679	0.144016197280341	2.60132082961767	0.0192889880066041	0.298450877464342	Without_replicate	0.464019846641872	CCAR2_HUMAN	Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC)	CCAR2 DBC1 KIAA1967
Q8TEQ6	0.666799568337716	0.285832906017279	2.33282996569124	0.0330380166154133	0.15509778646048	Without_replicate	0.464019846641872	GEMI5_HUMAN	Gem-associated protein 5 (Gemin5)	GEMIN5
Q8WVC0	0.812089221097437	0.329379335358321	2.46551357028513	0.025371979102486	0.894220664936399	Without_replicate	0.464019846641872	LEO1_HUMAN	RNA polymerase-associated protein LEO1 (Replicative senescence down-regulated leo1-like protein)	LEO1 RDL
Q92896	-0.622847126114662	0.259826709340132	-2.39716358528526	0.0290829719868984	0.450276738235498	Without_replicate	0.464019846641872	GSLG1_HUMAN	Golgi apparatus protein 1 (CFR-1) (Cysteine-rich fibroblast growth factor receptor) (E-selectin ligand 1) (ESL-1) (Golgi sialoglycoprotein MG-160)	GLG1 CFR1 ESL1 MG160
Q9BUQ8	-0.428330759913667	0.184394286741983	-2.32290689414372	0.0336912099871986	0.427516782885876	Without_replicate	0.464019846641872	DDX23_HUMAN	Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)	DDX23
Q9HAU5	-0.521561069498789	0.216519534892705	-2.40884070694704	0.0284146648505741	0.904014529619856	Without_replicate	0.464019846641872	RENT2_HUMAN	Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)	UPF2 KIAA1408 RENT2
Q9UGP8	-0.661022290619899	0.262980444584546	-2.51357963769578	0.0230357609438949	0.29707954812786	Without_replicate	0.464019846641872	SEC63_HUMAN	Translocation protein SEC63 homolog	SEC63 SEC63L
Q9Y265	-0.838083481672793	0.31625427153643	-2.65003055168617	0.0174681031554977	0.813654063109027	Without_replicate	0.464019846641872	RUVB1_HUMAN	RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (54 kDa erythrocyte cytosolic protein) (ECP-54) (INO80 complex subunit H) (Nuclear matrix protein 238) (NMP 238) (Pontin 52) (TIP49a) (TIP60-associated protein 54-alpha) (TAP54-alpha)	RUVBL1 INO80H NMP238 TIP49 TIP49A
Q9Y520	-0.389296076697009	0.160358502211429	-2.42766096794626	0.0273679322201285	0.566856290549361	Without_replicate	0.464019846641872	PRC2C_HUMAN	Protein PRRC2C (BAT2 domain-containing protein 1) (HBV X-transactivated gene 2 protein) (HBV XAg-transactivated protein 2) (HLA-B-associated transcript 2-like 2) (Proline-rich and coiled-coil-containing protein 2C)	PRRC2C BAT2D1 BAT2L2 KIAA1096 XTP2
P01033	-0.545603802628525	0.240689308501986	-2.26683854810287	0.0376145754554472	0.769877288194294	Without_replicate	0.473077459777562	TIMP1_HUMAN	Metalloproteinase inhibitor 1 (Erythroid-potentiating activity) (EPA) (Fibroblast collagenase inhibitor) (Collagenase inhibitor) (Tissue inhibitor of metalloproteinases 1) (TIMP-1)	TIMP1 CLGI TIMP
P13667	0.268341431343406	0.118424201007606	2.26593406634993	0.0376812248149839	0.933985921107266	Without_replicate	0.473077459777562	PDIA4_HUMAN	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	PDIA4 ERP70 ERP72
P25786	0.618761178153381	0.273260922042412	2.26436028074788	0.0377974559957242	0.294279555367331	Without_replicate	0.473077459777562	PSA1_HUMAN	Proteasome subunit alpha type-1 (EC 3.4.25.1) (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	PSMA1 HC2 NU PROS30 PSC2
P27694	-0.537106281355007	0.233138282937611	-2.30380988736517	0.0399212645900277	0.410231930190977	With_replicate	0.473077459777562	RFA1_HUMAN	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]	RPA1 REPA1 RPA70
P31947	0.688630777967415	0.31229112883256	2.20509234617623	0.0424252065445325	0.578743854933842	Without_replicate	0.473077459777562	1433S_HUMAN	14-3-3 protein sigma (Epithelial cell marker protein 1) (Stratifin)	SFN HME1
P49756	-0.466122046501105	0.208452170518298	-2.23611030454677	0.0399414237164679	0.230429495902982	Without_replicate	0.473077459777562	RBM25_HUMAN	RNA-binding protein 25 (Arg/Glu/Asp-rich protein of 120 kDa) (RED120) (Protein S164) (RNA-binding motif protein 25) (RNA-binding region-containing protein 7)	RBM25 RNPC7
P61513	-0.698489861768981	0.311924703435989	-2.23928997631417	0.0396945846375213	0.276701486472841	Without_replicate	0.473077459777562	RL37A_HUMAN	60S ribosomal protein L37a (Large ribosomal subunit protein eL43)	RPL37A
Q03252	0.803488737293976	0.365401230156736	2.19892181794059	0.042936073082122	0.189926866672107	Without_replicate	0.473077459777562	LMNB2_HUMAN	Lamin-B2	LMNB2 LMN2
Q92598	-0.56803297584669	0.252178121456038	-2.25250696835615	0.038683659124812	0.30217871837381	Without_replicate	0.473077459777562	HS105_HUMAN	Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein)	HSPH1 HSP105 HSP110 KIAA0201
Q9BYD1	0.270887749650434	0.118983177568261	2.27668948826841	0.0419283316783684	0.951690933467223	With_replicate	0.473077459777562	RM13_HUMAN	39S ribosomal protein L13, mitochondrial (L13mt) (MRP-L13) (Mitochondrial large ribosomal subunit protein uL13m)	MRPL13
Q9UHB9	1.44367651568813	0.656338527453621	2.19959130128948	0.0428803715590597	0.199441699099786	Without_replicate	0.473077459777562	SRP68_HUMAN	Signal recognition particle subunit SRP68 (SRP68) (Signal recognition particle 68 kDa protein)	SRP68
P15144	-0.663207755338365	0.306593965932857	-2.16314679684076	0.0460117371052498	0.426124557903329	Without_replicate	0.49791272653181	AMPN_HUMAN	Aminopeptidase N (AP-N) (hAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13)	ANPEP APN CD13 PEPN
O00571	-0.509526214177368	0.281628611143071	-1.80921324757918	0.0892447008872928	0.655279705679371	Without_replicate	0.499480314451436	DDX3X_HUMAN	ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (Helicase-like protein 2) (HLP2)	DDX3X DBX DDX3
O60287	-0.582731398870711	0.279977846131442	-2.08134824566489	0.0538212918216628	0.523991006019507	Without_replicate	0.499480314451436	NPA1P_HUMAN	Nucleolar pre-ribosomal-associated protein 1 (Nucleolar protein 254 kDa) (URB1 ribosome biogenesis 1 homolog)	URB1 C21orf108 KIAA0539 NOP254 NPA1
O95613	0.62902696245202	0.321916318254916	1.95400769324751	0.0684098599557854	0.0883322006173957	Without_replicate	0.499480314451436	PCNT_HUMAN	Pericentrin (Kendrin) (Pericentrin-B)	PCNT KIAA0402 PCNT2
P04083	0.393551327354838	0.21097138302761	1.86542516670772	0.086749054019534	0.926568446501169	With_replicate	0.499480314451436	ANXA1_HUMAN	Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35)	ANXA1 ANX1 LPC1
P04792	-0.490125250221897	0.237341024378259	-2.0650675605106	0.0612198868696448	0.797271760628925	With_replicate	0.499480314451436	HSPB1_HUMAN	Heat shock protein beta-1 (HspB1) (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein) (HSP 27) (Stress-responsive protein 27) (SRP27)	HSPB1 HSP27 HSP28
P05455	-0.55040201133362	0.27462217074609	-2.00421550029371	0.0622768363629513	0.155693006914811	Without_replicate	0.499480314451436	LA_HUMAN	Lupus La protein (La autoantigen) (La ribonucleoprotein) (Sjoegren syndrome type B antigen) (SS-B)	SSB
P06748	-0.559854075470139	0.26603346388452	-2.10444982106898	0.0515008623767855	0.143954777907953	Without_replicate	0.499480314451436	NPM_HUMAN	Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)	NPM1 NPM
P12236	-0.281009232823802	0.143799276141633	-1.95417696363801	0.0743841713187648	0.872903852478509	With_replicate	0.499480314451436	ADT3_HUMAN	ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]	SLC25A6 ANT3 CDABP0051
P13645	-0.999807241899341	0.535335917182335	-1.86762593319291	0.0864210121002705	0.506469307150346	With_replicate	0.499480314451436	K1C10_HUMAN	Keratin, type I cytoskeletal 10 (Cytokeratin-10) (CK-10) (Keratin-10) (K10)	KRT10 KPP
P13647	-0.423037976492549	0.204609944652293	-2.06753380052687	0.0609534054628921	0.705912421215124	With_replicate	0.499480314451436	K2C5_HUMAN	Keratin, type II cytoskeletal 5 (58 kDa cytokeratin) (Cytokeratin-5) (CK-5) (Keratin-5) (K5) (Type-II keratin Kb5)	KRT5
P16402	-0.550548167136481	0.2818755456541	-1.95316044837774	0.0685178689886302	0.13640238733747	Without_replicate	0.499480314451436	H13_HUMAN	Histone H1.3 (Histone H1c) (Histone H1s-2)	HIST1H1D H1F3
P17655	-0.555083568944785	0.297126941031926	-1.8681697695166	0.080162709151837	0.594736854124882	Without_replicate	0.499480314451436	CAN2_HUMAN	Calpain-2 catalytic subunit (EC 3.4.22.53) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain large polypeptide L2) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	CAPN2 CANPL2
P21333	0.210527219710646	0.11211875578934	1.87771633950528	0.0787719981187343	0.866046375812067	Without_replicate	0.499480314451436	FLNA_HUMAN	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	FLNA FLN FLN1
P22087	0.380906878257972	0.196643703718609	1.93704080555276	0.0706022807912626	0.21859598462834	Without_replicate	0.499480314451436	FBRL_HUMAN	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (34 kDa nucleolar scleroderma antigen) (Histone-glutamine methyltransferase)	FBL FIB1 FLRN
P26640	-0.441467460664986	0.230383235986886	-1.91623083499928	0.0794584416654368	0.886057010924063	With_replicate	0.499480314451436	SYVC_HUMAN	Valine--tRNA ligase (EC 6.1.1.9) (Protein G7a) (Valyl-tRNA synthetase) (ValRS)	VARS G7A VARS2
P29401	0.328544536454463	0.156422691110857	2.10036366285006	0.0519045077908475	0.955232932453356	Without_replicate	0.499480314451436	TKT_HUMAN	Transketolase (TK) (EC 2.2.1.1)	TKT
P31948	0.368595409560656	0.19781308815416	1.86335198039779	0.0808728090833264	0.926539939814449	Without_replicate	0.499480314451436	STIP1_HUMAN	Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521)	STIP1
P33991	0.585492348524154	0.314987553849922	1.85877931165215	0.0815519479895634	0.263687915171564	Without_replicate	0.499480314451436	MCM4_HUMAN	DNA replication licensing factor MCM4 (EC 3.6.4.12) (CDC21 homolog) (P1-CDC21)	MCM4 CDC21
P35222	-0.522002349867998	0.24983919656252	-2.08935330024315	0.0530066133495569	0.817721724530212	Without_replicate	0.499480314451436	CTNB1_HUMAN	Catenin beta-1 (Beta-catenin)	CTNNB1 CTNNB OK/SW-cl.35 PRO2286
P35579	0.230358109068249	0.111362034578301	2.06855154847481	0.0551474111192356	0.908635572541346	Without_replicate	0.499480314451436	MYH9_HUMAN	Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)	MYH9
P39023	-0.396560440985935	0.206031529654521	-1.92475608782256	0.0722288581531919	0.761013143880289	Without_replicate	0.499480314451436	RL3_HUMAN	60S ribosomal protein L3 (HIV-1 TAR RNA-binding protein B) (TARBP-B) (Large ribosomal subunit protein uL3)	RPL3 OK/SW-cl.32
P40429	0.320411817376445	0.174800964393294	1.83300943726794	0.0854748447704584	0.726963096066078	Without_replicate	0.499480314451436	RL13A_HUMAN	60S ribosomal protein L13a (23 kDa highly basic protein) (Large ribosomal subunit protein uL13)	RPL13A
P46013	-0.32323473243067	0.161990634938761	-1.99539147774109	0.0633173278687572	0.473515104090354	Without_replicate	0.499480314451436	KI67_HUMAN	Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67) (Antigen KI-67) (Antigen Ki67)	MKI67
P49915	0.236873408872125	0.125487406116023	1.8876269436402	0.0773510358641569	0.899832834414415	Without_replicate	0.499480314451436	GUAA_HUMAN	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	GMPS
P53350	-0.518581788923541	0.254005313007066	-2.04161788107603	0.0580364350208779	0.0820450610373423	Without_replicate	0.499480314451436	PLK1_HUMAN	Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1) (Serine/threonine-protein kinase 13) (STPK13)	PLK1 PLK
P53582	0.674818657526851	0.330784772197374	2.04005357636051	0.0582083893376549	0.463631942627029	Without_replicate	0.499480314451436	MAP11_HUMAN	Methionine aminopeptidase 1 (MAP 1) (MetAP 1) (EC 3.4.11.18) (Peptidase M 1)	METAP1 KIAA0094
P53621	0.452935576255396	0.250543391840236	1.80781290190331	0.0894710513422915	0.897059708040055	Without_replicate	0.499480314451436	COPA_HUMAN	Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP) (HEP-COP) (HEPCOP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin]	COPA
P54577	0.330101764521493	0.182200829344566	1.81174677255298	0.0888364678675594	0.70702390203985	Without_replicate	0.499480314451436	SYYC_HUMAN	Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]	YARS
P58107	0.333062536509638	0.160936287413848	2.06953038287237	0.0550449307289478	0.648678222444271	Without_replicate	0.499480314451436	EPIPL_HUMAN	Epiplakin (450 kDa epidermal antigen)	EPPK1 EPIPL
P61927	-0.51188010383317	0.280350939095232	-1.825854785738	0.0865932184317392	0.934614702913328	Without_replicate	0.499480314451436	RL37_HUMAN	60S ribosomal protein L37 (G1.16) (Large ribosomal subunit protein eL37)	RPL37
P63104	-0.418746875904911	0.210068695777816	-1.99338066223731	0.0694566033687238	0.242191353497204	With_replicate	0.499480314451436	1433Z_HUMAN	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)	YWHAZ
P63165	0.210357326874184	0.113884057391357	1.84711830341011	0.0833068434819766	0.973945705255931	Without_replicate	0.499480314451436	SUMO1_HUMAN	Small ubiquitin-related modifier 1 (SUMO-1) (GAP-modifying protein 1) (GMP1) (SMT3 homolog 3) (Sentrin) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C) (Ubiquitin-like protein UBL1)	SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43
P98172	-0.375834905215897	0.20841094016973	-1.80333577934928	0.0901981290532235	0.403129575018696	Without_replicate	0.499480314451436	EFNB1_HUMAN	Ephrin-B1 (EFL-3) (ELK ligand) (ELK-L) (EPH-related receptor tyrosine kinase ligand 2) (LERK-2)	EFNB1 EFL3 EPLG2 LERK2
Q01082	0.482071515041516	0.249765307847011	1.93009797556353	0.0715174703541854	0.197013410957769	Without_replicate	0.499480314451436	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)	SPTBN1 SPTB2
Q01780	-0.392902607578572	0.217044246892762	-1.8102419815472	0.0890787393494653	0.0247899727805351	Without_replicate	0.499480314451436	EXOSX_HUMAN	Exosome component 10 (EC 3.1.13.-) (Autoantigen PM/Scl 2) (P100 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 100 kDa) (PM/Scl-100) (Polymyositis/scleroderma autoantigen 2)	EXOSC10 PMSCL PMSCL2 RRP6
