uniprot_id	gene_name	protein_desc	protein_length	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
P62241	RPS8 	40S ribosomal protein S8 	208	0.521921583176221	0.208668926543791	0.835174239808651	8.11589288653176	3.4747649793909	0.0023817735658005	0.0759342847596244	-1.48700605088599
Q96HA7	TONSL 	Tonsoku-like protein 	1378	0.786360531774378	0.310355290319813	1.26236577322894	4.75972114357455	3.44528310693096	0.0025499799882966	0.0759342847596244	-1.54979278100155
P46783	RPS10 	40S ribosomal protein S10 	165	-0.922298326265509	-1.48153220826326	-0.363064444267757	7.66490865167785	-3.43948077675527	0.00258443356985053	0.0759342847596244	-1.56213678522427
Q8TCG1	CIP2A 	Protein CIP2A 	905	0.521591179948164	0.202225830967031	0.840956528929297	7.53090813269439	3.40609994469638	0.00279170742255495	0.0759342847596244	-1.63306526771548
O43852	CALU 	Calumenin 	315	1.09775292096869	0.425511576882685	1.76999426505469	8.10344403579133	3.4056053892143	0.00279489778558359	0.0759342847596244	-1.63411497885343
O43707	ACTN4 	Alpha-actinin-4 	911	0.622970738959358	0.241217889048589	1.00472358887013	7.01699934751628	3.40330053716573	0.00280981356135836	0.0759342847596244	-1.63900666213503
P46013	MKI67 	Proliferation marker protein Ki-67 	3256	0.484851770209144	0.187449036940936	0.782254503477352	7.2262218157381	3.40000042958826	0.00283130613722556	0.0759342847596244	-1.64600933773817
P07355	ANXA2 	Annexin A2 	339	0.644963729802805	0.246870633133612	1.043056826472	8.02173753973528	3.37882413495924	0.00297310808769077	0.0759342847596244	-1.69090808507611
P20248	CCNA2 	Cyclin-A2 	432	-0.643561303624669	-1.0415099263912	-0.245612680858133	7.11338679011745	-3.37270113384868	0.00301539114843912	0.0759342847596244	-1.70387837747761
Q9Y6M1	IGF2BP2 	Insulin-like growth factor 2 mRNA-binding protein 2 	599	-0.585099632352087	-0.947769231934126	-0.222430032770047	7.00919788486083	-3.36460134602397	0.0030722315419058	0.0759342847596244	-1.72102771463174
O60869	EDF1 	Endothelial differentiation-related factor 1 	148	-0.828048043387274	-1.3416871765083	-0.314408910266244	7.24812317615248	-3.36211351849321	0.00308989968503049	0.0759342847596244	-1.72629315791816
P33176	KIF5B 	Kinesin-1 heavy chain 	963	0.639281347168371	0.239068797355819	1.03949389698092	7.6751353966731	3.33131938284951	0.00331700623629282	0.0776683543039994	-1.79139179377794
P11940	PABPC1 	Polyadenylate-binding protein 1 	636	-0.647636136456206	-1.05398623134243	-0.241286041569985	7.12107445187619	-3.32388239842395	0.00337425730998714	0.0776683543039994	-1.80709185177804
Q6KB66	KRT80 	Keratin, type II cytoskeletal 80 	452	0.754063181282552	0.280511869258921	1.22761449330618	6.38634697690932	3.32089874205607	0.00339749667860832	0.0776683543039994	-1.81338816490459
Q96JM3	CHAMP1 	Chromosome alignment-maintaining phosphoprotein 1 	812	0.535713797178874	0.196689980528685	0.874737613829064	6.15764149051196	3.29547153576698	0.0036020014659355	0.0804719872957864	-1.86698916875311
Q6UB35	MTHFD1L 	Monofunctional C1-tetrahydrofolate synthase, mitochondrial 	978	-0.472721259897486	-0.77355319957895	-0.171889320216021	7.53171115533519	-3.2771485836873	0.00375677695802855	0.0820647055498236	-1.90554937124798
O43175	PHGDH 	D-3-phosphoglycerate dehydrogenase 	533	0.659577030840617	0.235651845294068	1.08350221638717	7.61845730360604	3.24482475296923	0.00404579790134192	0.086456942109111	-1.97343672723223
Q15366	PCBP2 	Poly(rC)-binding protein 2 	365	-0.523651951859809	-0.861931983163983	-0.185371920555635	6.66610407848067	-3.22835515917795	0.00420128822174618	0.0878694962122659	-2.00795707652887
P15151	PVR 	Poliovirus receptor 	417	1.00240320994985	0.351200040791009	1.6536063791087	7.24409643215631	3.21026500956858	0.00437879162227727	0.0896740034312198	-2.04581838637992
Q9GZR7	DDX24 	ATP-dependent RNA helicase DDX24 	859	0.512840668071365	0.176143426366707	0.849537909776023	6.69516119276417	3.17656568870671	0.0047291281353273	0.0921018654466028	-2.11618818462392
B5ME19	EIF3CL 	Eukaryotic translation initiation factor 3 subunit C-like protein 	914	-0.520376335354647	-0.862210041766214	-0.17854262894308	7.49855268871767	-3.17480895257004	0.00474812022947666	0.0921018654466028	-2.11985068693207
P25205	MCM3 	DNA replication licensing factor MCM3 	808	0.507037430335812	0.173673121843655	0.840401738827968	6.6294722888	3.1720196011955	0.0047784284209326	0.0921018654466028	-2.12566480838773
P48643	CCT5 	T-complex protein 1 subunit epsilon 	541	0.546930226370806	0.179543418773106	0.914317033968506	7.33925175220151	3.10472622568737	0.00556929758787072	0.104052661199799	-2.26546658287073
Q9UHI6	DDX20 	Probable ATP-dependent RNA helicase DDX20 	824	0.658358260631767	0.215663322821929	1.1010531984416	6.5050859984043	3.10150635379772	0.00561016382867687	0.104052661199799	-2.27213281013782
Q13185	CBX3 	Chromobox protein homolog 3 	183	0.650822281893497	0.211771701174354	1.08987286261264	8.14030511243859	3.09145407510267	0.00573962517614826	0.104482436076921	-2.29293044833988
Q99873	PRMT1 	Protein arginine N-methyltransferase 1 	361	0.714530620236772	0.228423435612622	1.20063780486092	7.37342197730543	3.06551712497193	0.00608717297980043	0.108794382529888	-2.34649322387256
Q7L2J0	MEPCE 	7SK snRNA methylphosphate capping enzyme 	689	-0.937706710228835	-1.58171121555895	-0.293702204898723	4.72945560845191	-3.03663826371718	0.00649811019658772	0.114065041486531	-2.4059584366502
Q14157	UBAP2L 	Ubiquitin-associated protein 2-like 	1087	-0.476900464670871	-0.806108053987919	-0.147692875353824	7.27430129692246	-3.02115389853135	0.00672936460258979	0.11465900768361	-2.43776558361709
Q9NQW6	ANLN 	Anillin 	1124	0.485318034768809	0.149659242475622	0.820976827061995	7.21932516794562	3.01538898870276	0.00681747652944789	0.11465900768361	-2.44959353463368
P39656	DDOST 	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit 	456	-0.778417918350111	-1.31855254377676	-0.238283292923462	7.53133130504023	-3.00556239017688	0.00697024201800365	0.11465900768361	-2.4697371770806
P11021	HSPA5 	Endoplasmic reticulum chaperone BiP 	654	0.510830503116173	0.156159578105734	0.865501428126612	7.42378027602635	3.00376654953092	0.00699851521975238	0.11465900768361	-2.47341605686278
Q12830	BPTF 	Nucleosome-remodeling factor subunit BPTF 	3046	-0.815850738778149	-1.38403601047685	-0.247665467079452	5.94328199564602	-2.9945783549768	0.00714491189290348	0.115138498208592	-2.49222673559732
Q96CT7	CCDC124 	Coiled-coil domain-containing protein 124 	223	-0.745868615228519	-1.26685050807207	-0.22488672238497	6.97900724133104	-2.98575828341193	0.0072882195121847	0.115553544846412	-2.51026498058891
Q9NVU7	SDAD1 	Protein SDA1 homolog 	687	-0.546280467894297	-0.93166360183823	-0.160897333950364	7.62346171900694	-2.95622789389981	0.00778847456102986	0.121524928468133	-2.57052231408723
Q9H0S4	DDX47 	Probable ATP-dependent RNA helicase DDX47 	455	-0.79273144910025	-1.35412367900131	-0.231339219199187	7.29991666619028	-2.94492766816273	0.00798852064704343	0.121811158723557	-2.59352409085147
O43143	DHX15 	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 	795	0.598600691929015	0.174157120637219	1.02304426322081	7.19472590066235	2.94125173500356	0.00805465444255463	0.121811158723557	-2.60099965067634
P07195	LDHB 	L-lactate dehydrogenase B chain 	334	0.512065485086492	0.14787074004779	0.876260230125194	8.11210308225567	2.93228899713923	0.00821811849075436	0.122400158733508	-2.61921248896305
P57678	GEMIN4 	Gem-associated protein 4 	1058	0.677040383468899	0.191119604062665	1.16296116287513	6.73025587143537	2.90578879389745	0.00872030432816442	0.127941181411726	-2.67294283963774
Q9BUJ2	HNRNPUL1 	Heterogeneous nuclear ribonucleoprotein U-like protein 1 	856	0.619044098155353	0.171435621710336	1.06665257460037	6.5921520486075	2.88428537032966	0.00914933549494662	0.132261717522537	-2.71640785913457
Q9BYD1	MRPL13 	39S ribosomal protein L13, mitochondrial 	178	-0.808765000114634	-1.39508353240253	-0.222446467826741	6.1160928662481	-2.87676024862082	0.00930420396735613	0.132551195650885	-2.73158950287909
P09972	ALDOC 	Fructose-bisphosphate aldolase C 	364	1.24412973638729	0.33805442459422	2.15020504818036	7.3694955649071	2.86362612057877	0.00958054801242728	0.1345382670888	-2.75805063365564
P07437	TUBB 	Tubulin beta chain 	444	0.526536835911344	0.14155284864931	0.911520823173377	8.69234664688021	2.85233831042964	0.00982431430230476	0.136018323368529	-2.78075456127605
P33991	MCM4 	DNA replication licensing factor MCM4 	863	0.741564176849492	0.195760472294817	1.28736788140417	7.39371103229105	2.83352601820658	0.0102438269199915	0.138332410455913	-2.81851491814038
P26583	HMGB2 	High mobility group protein B2 	209	0.510166543838191	0.134506154097916	0.885826933578467	7.45241632212832	2.83224951973605	0.0102729053543048	0.138332410455913	-2.82107355529091
Q969S3	ZNF622 	Zinc finger protein 622 	477	-0.458005889217404	-0.797897025124753	-0.118114753310055	6.80273116302625	-2.8102578240445	0.0107864406063565	0.142183095306438	-2.86508182397315
P35580	MYH10 	Myosin-10 	1976	-0.425887498474423	-0.742451421987152	-0.109323574961694	7.32470690036909	-2.80574639709968	0.0108947790645609	0.142183095306438	-2.87409273363374
Q6DKI1	RPL7L1 	60S ribosomal protein L7-like 1 	246	-0.436766136439542	-0.761884881129419	-0.111647391749665	7.58305941418382	-2.80170168660687	0.0109927927195212	0.142183095306438	-2.88216646222281
Q8NB90	SPATA5 	Spermatogenesis-associated protein 5 	893	0.406581001703945	0.100972341476314	0.712189661931576	7.80190546025949	2.77457434626919	0.0116722439352926	0.14901059465445	-2.93619269443782
Q9H9Y2	RPF1 	Ribosome production factor 1 	349	-0.599418972810278	-1.05327278715066	-0.1455651584699	6.84378415858815	-2.75441539634028	0.0122029040639281	0.153787880703094	-2.97619962725764
P30048	PRDX3 	Thioredoxin-dependent peroxide reductase, mitochondrial 	256	0.988080376888737	0.235419735892987	1.74074101788449	6.69693658361852	2.7378396596511	0.0126563776029042	0.155351847032807	-3.00900335743145
Q9NR12	PDLIM7 	PDZ and LIM domain protein 7 	457	-0.448491462832473	-0.791074077739387	-0.10590884792556	7.48527879978169	-2.73025871764286	0.0128690774834496	0.155351847032807	-3.02397812675796
P13995	MTHFD2 	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial 	350	-0.497351493368928	-0.877316466663628	-0.117386520074228	7.35954712931237	-2.72982498757376	0.0128813489868659	0.155351847032807	-3.02483434444723
P49321	NASP 	Nuclear autoantigenic sperm protein 	788	0.450745127698763	0.106040220383755	0.795450035013771	7.84802598413606	2.72708400830287	0.0129591571278638	0.155351847032807	-3.03024390695674
Q8WU90	ZC3H15 	Zinc finger CCCH domain-containing protein 15 	426	0.50413507773809	0.116566044326141	0.891704111150038	7.21161330138076	2.71276884302957	0.0133728352165519	0.158379482143019	-3.05845808640193
P12814	ACTN1 	Alpha-actinin-1 	892	0.932543396065296	0.212714634537838	1.65237215759275	7.30557026517644	2.7018099545768	0.0136979705402295	0.160298869536257	-3.08001373886434
Q9Y230	RUVBL2 	RuvB-like 2 	463	-0.462454575578849	-0.82299598844425	-0.101913162713448	6.07991723857219	-2.67503129023111	0.0145243144758079	0.160868452238305	-3.13252476667974
Q96I25	RBM17 	Splicing factor 45 	401	0.564574431844065	0.124417469728813	1.00473139395932	6.71157713264628	2.67502947958669	0.0145243719147648	0.160868452238305	-3.13252830938736
O75821	EIF3G 	Eukaryotic translation initiation factor 3 subunit G 	320	0.585951327301672	0.128734338989185	1.04316831561416	7.73573920210689	2.67272407497599	0.0145976810238345	0.160868452238305	-3.13703819790138
O15226	NKRF 	NF-kappa-B-repressing factor 	690	0.856249975200356	0.186572440856307	1.5259275095444	6.37816997326266	2.66655032203301	0.0147957295823385	0.160868452238305	-3.1491068879945
P68366	TUBA4A 	Tubulin alpha-4A chain 	448	0.849018077231856	0.184962743010949	1.51307341145276	8.19802529628657	2.66641417593301	0.0148001255841347	0.160868452238305	-3.14937289087135
Q14980	NUMA1 	Nuclear mitotic apparatus protein 1 	2115	0.521210510149267	0.112499484666312	0.929921535632222	7.14364427386577	2.6595720060981	0.0150226516809645	0.160868452238305	-3.1627332991711
P80297	MT1X 	Metallothionein-1X 	61	0.861529980117206	0.18591791401972	1.53714204621469	8.14077874294862	2.65942617910067	0.0150274286811704	0.160868452238305	-3.16301788122882
Q6NW34	NEPRO 	Nucleolus and neural progenitor protein 	567	0.502342380440541	0.10827692400029	0.896407836880792	7.1338965919471	2.65855956201086	0.0150558470050092	0.160868452238305	-3.16470894348831
Q9Y295	DRG1 	Developmentally-regulated GTP-binding protein 1 	367	-0.439532250882321	-0.785238384500169	-0.0938261172644728	6.29146662962803	-2.65154257023769	0.0152878310016153	0.161590729834278	-3.17839229813643
P53582	METAP1 	Methionine aminopeptidase 1 	386	0.659782994405914	0.13772266226303	1.1818433265488	6.63927113016487	2.63569628347685	0.0158242187404379	0.165480925764366	-3.20923261798942
Q14011	CIRBP 	Cold-inducible RNA-binding protein 	172	-0.549217817875491	-0.985079453408161	-0.113356182342819	8.30932218091768	-2.62791259285297	0.016094163164421	0.166532235690798	-3.22435041009425
P43358	MAGEA4 	Melanoma-associated antigen 4 	317	0.444559707062883	0.0906654262038003	0.798453987921965	7.39452272390488	2.61982025342298	0.0163794218935138	0.167359298234988	-3.24004584184004
Q9Y3C1	NOP16 	Nucleolar protein 16 	178	-0.449157359797586	-0.807229421221061	-0.0910852983741112	6.73395507792193	-2.61603184130344	0.0165146001310212	0.167359298234988	-3.24738593389771
Q5QJE6	DNTTIP2 	Deoxynucleotidyltransferase terminal-interacting protein 2 	756	0.496075398259194	0.0993567100976468	0.892794086420741	6.99275908951953	2.60783417552648	0.0168107234249417	0.168577089032365	-3.26325211445328
Q8TDD1	DDX54 	ATP-dependent RNA helicase DDX54 	881	-0.655966686182252	-1.18220952005189	-0.129723852312615	6.70704348917849	-2.59962395936472	0.0171123171808744	0.168577089032365	-3.279119291269
O75083	WDR1 	WD repeat-containing protein 1 	606	0.511413264413279	0.100454463505676	0.922372065320882	7.38067530579696	2.59530644009445	0.0172729571437191	0.168577089032365	-3.2874539791319
P22102	GART 	Trifunctional purine biosynthetic protein adenosine-3 	1010	0.50597882538961	0.0980985176045752	0.913859133174644	7.43852296883362	2.5871079235379	0.0175819162243633	0.168577089032365	-3.30326272003689
Q16630	CPSF6 	Cleavage and polyadenylation specificity factor subunit 6 	551	-0.511101031231735	-0.923715760292872	-0.0984863021705988	8.19958194105386	-2.58331265976782	0.0177266965573596	0.168577089032365	-3.31057291128533
P82675	MRPS5 	28S ribosomal protein S5, mitochondrial 	430	-0.5834309677056	-1.05512277570712	-0.11173915970408	7.2064866293191	-2.57956268078281	0.0178708519675596	0.168577089032365	-3.31779088045228
Q9NX58	LYAR 	Cell growth-regulating nucleolar protein 	379	-0.554207094324353	-1.00269392688201	-0.105720261766694	6.79677178555577	-2.57713593050353	0.0179647279642198	0.168577089032365	-3.32245924058108
Q01433	AMPD2 	AMP deaminase 2 	879	-0.362197177833392	-0.656275793075196	-0.0681185625915876	7.07184533561505	-2.56860047935979	0.0182986136615749	0.168577089032365	-3.33886231737282
O15269	SPTLC1 	Serine palmitoyltransferase 1 	473	0.388790025233382	0.0726202655346589	0.704959784932105	7.17722635233743	2.56454147415407	0.0184594330288003	0.168577089032365	-3.34665361362294
Q8N531	FBXL6 	F-box/LRR-repeat protein 6 	539	0.592018489111737	0.109774994261425	1.07426198396205	7.58928585441675	2.56025860299832	0.0186305633256233	0.168577089032365	-3.35486820978864
Q14192	FHL2 	Four and a half LIM domains protein 2 	279	0.407997171074069	0.0756075203404105	0.740386821807727	7.66215794327074	2.55990943248601	0.0186445806934349	0.168577089032365	-3.35553763182913
P14625	HSP90B1 	Endoplasmin 	803	0.483467760497792	0.0894091237555226	0.877526397240061	7.43339929738948	2.55871320421058	0.0186926782345145	0.168577089032365	-3.35783068123313
Q16658	FSCN1 	Fascin 	493	0.43591255939527	0.0768203287615824	0.795004790028957	7.48431768868329	2.53167711079232	0.0198113485313006	0.176790319242457	-3.40951747408374
P07814	EPRS 	Bifunctional glutamate/proline--tRNA ligase 	1512	0.393181708291625	0.0688342845068382	0.717529132076411	7.50795844549137	2.52812064050314	0.0199630981036752	0.176790319242457	-3.41629668249402
P09382	LGALS1 	Galectin-1 	135	0.392177584744466	0.0680984887031441	0.716256680785789	7.85825807069066	2.52375208461305	0.020150991081196	0.17686093065014	-3.42461744904535
Q9UHX1	PUF60 	Poly(U)-binding-splicing factor PUF60 	559	0.482731990206995	0.0825769765168746	0.882887003897115	7.64816277499236	2.51589643239872	0.0204930455280104	0.177060854525374	-3.43956221702832
P26639	TARS 	Threonine--tRNA ligase, cytoplasmic 	723	0.516647472656734	0.0868175725455573	0.946477372767911	7.49669859970768	2.50675926210897	0.020897746876929	0.177060854525374	-3.45691593605943
O95819	MAP4K4 	Mitogen-activated protein kinase kinase kinase kinase 4 	1239	0.632206886908357	0.106070381421102	1.15834339239561	6.16724173304055	2.50596919722715	0.0209330897882652	0.177060854525374	-3.45841498831938
P29375	KDM5A 	Lysine-specific demethylase 5A 	1690	-0.361857438043186	-0.663017130122624	-0.0606977459637486	6.81441934997845	-2.50585306350467	0.0209382896546131	0.177060854525374	-3.45863531813519
Q9NYP9	MIS18A 	Protein Mis18-alpha 	233	0.730108344413682	0.12173230568582	1.33848438314154	6.79352940539809	2.50282309136886	0.0210743845162449	0.177060854525374	-3.46438200681877
P62263	RPS14 	40S ribosomal protein S14 	151	-0.495497400749741	-0.91190563105274	-0.0790891704467421	6.89570820943082	-2.48162992677185	0.0220497111656258	0.183685305727205	-3.50447977072
P05388	RPLP0 	60S acidic ribosomal protein P0 	317	0.647616515138567	0.0955330366402398	1.19969999363689	7.38695804955845	2.44640359635218	0.0237647577342095	0.196308881115361	-3.5707448901349
Q9BPX3	NCAPG 	Condensin complex subunit 3 	1015	-0.493166744274692	-0.917655067690796	-0.0686784208585885	6.86801937891397	-2.42294176806047	0.0249752256337892	0.20458872331679	-3.61460801135693
Q12996	CSTF3 	Cleavage stimulation factor subunit 3 	717	-0.535019981819388	-0.997009200773469	-0.0730307628653067	6.79750117257576	-2.41520001807278	0.0253870822002992	0.206243816552844	-3.62903314411482
Q9NT62	ATG3 	Ubiquitin-like-conjugating enzyme ATG3 	314	0.723619199930605	0.0965787450936045	1.3506596547676	7.15063786964008	2.40674158669858	0.0258442838838462	0.208237139818204	-3.64476587865676
Q9H000	MKRN2 	Probable E3 ubiquitin-protein ligase makorin-2 	416	0.578374556787626	0.0722338255227971	1.08451528805245	6.28322991792641	2.38315798352607	0.0271597752393939	0.21518102882072	-3.68847671275388
P21980	TGM2 	Protein-glutamine gamma-glutamyltransferase 2 	687	0.435656383597188	0.054211477863997	0.817101289330378	7.78003938452518	2.38192018515709	0.0272305075695741	0.21518102882072	-3.69076455120643
P62333	PSMC6 	26S proteasome regulatory subunit 10B 	389	0.393500343096591	0.048631709435221	0.73836897675796	7.20562339067564	2.37961315357093	0.0273627961369176	0.21518102882072	-3.69502696531224
P29558	RBMS1 	RNA-binding motif, single-stranded-interacting protein 1 	406	-0.623546439841935	-1.17398345616403	-0.073109423519845	7.97170523943556	-2.3625233731027	0.0283614657446676	0.221264451008002	-3.72653227732723
P62280	RPS11 	40S ribosomal protein S11 	158	-0.453010103735574	-0.855155154475517	-0.0508650529956307	8.20681975144178	-2.34930878236031	0.0291567169196086	0.2250968056128	-3.7508091422632
P56192	MARS 	Methionine--tRNA ligase, cytoplasmic 	900	0.480867397605136	0.0535346172709244	0.908200177939348	7.05701751451004	2.34678912341622	0.0293106725518194	0.2250968056128	-3.75542964086901
Q9BTD8	RBM42 	RNA-binding protein 42 	480	0.717028900019752	0.0780511909382576	1.35600660910125	6.07053277813137	2.34026961696721	0.0297125227777707	0.226414030159291	-3.76737237349476
Q13404	UBE2V1 	Ubiquitin-conjugating enzyme E2 variant 1 	147	-0.393183960969654	-0.746428968709781	-0.0399389532295267	6.73911960838928	-2.32131833942003	0.0309097416878248	0.233725200608706	-3.80198423307038
P56545	CTBP2 	C-terminal-binding protein 2 	445	0.45931977294188	0.044502243614312	0.874137302269448	7.19911036586369	2.30926079720488	0.0316944758183392	0.237829539919293	-3.82392436409895
P28066	PSMA5 	Proteasome subunit alpha type-5 	241	0.565631065135777	0.0518636501097247	1.07939848016183	7.46903780861354	2.29605157435642	0.0325752215082867	0.24103188013644	-3.84788675874674
P62826	RAN 	GTP-binding nuclear protein Ran 	216	0.320610706154196	0.02932894203444	0.611892470273952	7.51736628169183	2.29551252302444	0.0326116379024889	0.24103188013644	-3.84886299390729
P62979	RPS27A 	Ubiquitin-40S ribosomal protein S27a 	156	0.683751004074209	0.0592093852718583	1.30829262287656	8.21674129082731	2.28323984320278	0.033450944885069	0.244032844792142	-3.87105411726634
Q96EY4	TMA16 	Translation machinery-associated protein 16 	203	-0.373438788723422	-0.714676123196343	-0.0322014542505006	7.49748297315658	-2.28232678317682	0.0335141750223185	0.244032844792142	-3.87270239845142
P49588	AARS 	Alanine--tRNA ligase, cytoplasmic 	968	0.657092851534938	0.0523671197857791	1.2618185832841	7.33707874178743	2.2661217324523	0.0346548290060415	0.248977452947147	-3.90189380439041
O94925	GLS 	Glutaminase kidney isoform, mitochondrial 	669	0.500548864744448	0.0395132092757525	0.961584520213143	7.71447027685609	2.26426320181616	0.0347879038062375	0.248977452947147	-3.90523413231521
P35579	MYH9 	Myosin-9 	1960	0.361304245992076	0.0275556132257405	0.695052878758412	7.51733850197706	2.25771184774906	0.0352607456646522	0.248977452947147	-3.91699632415361
Q9Y224	RTRAF 	RNA transcription, translation and transport factor protein 	244	0.600842827920554	0.0454560636293246	1.15622959221178	6.35543323853497	2.25621404176042	0.0353696744970445	0.248977452947147	-3.91968271294014
